index,lon,lat,alt,speed,sinr,rsrp,rsrq,cellLon,cellLat,cellFreq
239,7.48749200,51.44442701,268.21,46.728,26.00,-73.00,-5.00,7.486161,51.441945,1815.000000
240,7.48753468,51.44431929,268.68,46.98,28.00,-71.00,-6.00,7.486161,51.441945,1815.000000
241,7.48751771,51.44420429,268.59,47.412,28.00,-71.00,-6.00,7.486161,51.441945,1815.000000
242,7.48746155,51.44407898,268.43,48.528,27.00,-73.00,-5.00,7.486161,51.441945,1815.000000
243,7.48735975,51.44397209,268.56,50.04,27.00,-73.00,-5.00,7.486161,51.441945,1815.000000
244,7.48721649,51.44388930,268.86,51.012,24.00,-77.00,-5.00,7.486161,51.441945,1815.000000
245,7.48705381,51.44383613,269.21,50.976,24.00,-77.00,-5.00,7.486161,51.441945,1815.000000
246,7.48684626,51.44378791,269.61,51.912,24.00,-77.00,-5.00,7.486161,51.441945,1815.000000
247,7.48663709,51.44377217,269.68,54.324,17.00,-84.00,-6.00,7.486161,51.441945,1815.000000
248,7.48640614,51.44375827,269.38,56.772,17.00,-84.00,-6.00,7.486161,51.441945,1815.000000
249,7.48616075,51.44374861,268.99,59.724,30.00,-80.00,-5.00,7.486161,51.441945,1815.000000
250,7.48591366,51.44374167,268.52,62.964,30.00,-80.00,-5.00,7.486161,51.441945,1815.000000
251,7.48566056,51.44373263,268.04,66.024,24.00,-82.00,-5.00,7.486161,51.441945,1815.000000
252,7.48536097,51.44372752,268.16,67.068,24.00,-82.00,-5.00,7.486161,51.441945,1815.000000
253,7.48507208,51.44371866,267.20,70.488,22.00,-91.00,-8.00,7.486161,51.441945,1815.000000
254,7.48479918,51.44371227,267.01,71.892,22.00,-91.00,-8.00,7.486161,51.441945,1815.000000
255,7.48450634,51.44370589,266.57,77.256,30.00,-77.00,-5.00,7.486161,51.441945,1815.000000
256,7.48419358,51.44370014,266.44,78.264,30.00,-77.00,-5.00,7.486161,51.441945,1815.000000
257,7.48388862,51.44369639,267.00,78.444,33.00,-70.00,-5.00,7.486161,51.441945,1815.000000
258,7.48357785,51.44369389,267.42,77.76,33.00,-70.00,-5.00,7.486161,51.441945,1815.000000
259,7.48326165,51.44368900,267.44,76.932,29.00,-75.00,-5.00,7.486161,51.441945,1815.000000
260,7.48295084,51.44368454,267.14,76.284,29.00,-75.00,-5.00,7.486161,51.441945,1815.000000
261,7.48263725,51.44367776,266.79,77.184,19.00,-81.00,-5.00,7.486161,51.441945,1815.000000
262,7.48233018,51.44366922,266.57,77.328,19.00,-81.00,-5.00,7.486161,51.441945,1815.000000
263,7.48201936,51.44365709,266.41,77.868,27.00,-82.00,-6.00,7.486161,51.441945,1815.000000
264,7.48171433,51.44364700,266.17,78.588,27.00,-82.00,-6.00,7.486161,51.441945,1815.000000
265,7.48140282,51.44363474,265.89,79.344,26.00,-89.00,-6.00,7.486161,51.441945,1815.000000
